param N_paletes:=2000;

param N_Niveis:=500;

param N_Racks:=50;

param Palete:
#	Referencia	Altura	Largura	Taxa de >Utilizacao
	1	2	3	4:=
165	99	1000	11
16	79	1000	93
45	39	1000	48
16	79	1000	93
86	39	1000	27
112	109	1000	21
266	49	800	11
15	79	1000	93
173	59	1000	11
216	59	1000	5
20	79	1000	86
1	59	1000	176
15	79	1000	93
85	79	1000	28
262	79	800	15
280	109	800	3
171	79	1000	11
141	109	1000	13
33	79	1000	62
15	79	1000	93
232	39	1000	3
115	39	1000	19
164	99	1000	11
15	79	1000	93
164	99	1000	11
124	109	1000	17
98	79	1000	24
29	79	1000	68
279	59	800	3
140	49	1000	13
255	79	1000	0
66	79	1000	42
144	39	1000	12
142	33	1000	13
69	79	1000	38
21	79	1000	86
39	79	1000	49
246	39	1000	1
66	79	1000	42
138	79	1000	13
196	79	1000	9
239	59	1000	2
28	59	1000	72
95	59	1000	25
16	79	1000	93
56	79	1000	44
4	59	1000	157
263	79	800	15
259	79	800	29
12	79	1000	96
124	109	1000	17
12	79	1000	96
114	109	1000	20
259	79	800	29
9	33	1000	124
38	42	1000	49
62	79	1000	43
237	59	1000	3
15	79	1000	93
212	59	1000	5
169	99	1000	11
18	33	1000	87
83	79	1000	28
125	49	1000	17
205	33	1000	7
164	99	1000	11
112	109	1000	21
13	79	1000	95
240	79	1000	2
21	79	1000	86
231	33	1000	3
56	79	1000	44
34	79	1000	61
34	79	1000	61
126	33	1000	16
97	39	1000	24
209	33	1000	6
267	79	800	11
219	79	1000	5
9	33	1000	124
16	79	1000	93
145	79	1000	12
146	79	1000	12
83	79	1000	28
146	79	1000	12
232	39	1000	3
18	33	1000	87
161	99	1000	11
251	79	1000	0
232	39	1000	3
213	39	1000	5
113	83	1000	20
15	79	1000	93
56	79	1000	44
183	99	1000	10
273	49	800	7
274	109	800	7
43	33	1000	48
110	59	1000	22
67	79	1000	41
119	79	1000	18
102	59	1000	24
196	39	1000	9
280	109	800	3
68	33	1000	40
128	109	1000	16
107	33	1000	23
83	79	1000	28
16	79	1000	93
3	47	1000	166
13	79	1000	95
153	39	1000	11
32	79	1000	64
210	33	1000	6
219	39	1000	5
1	59	1000	176
274	109	800	7
83	79	1000	28
107	33	1000	23
1	59	1000	176
15	79	1000	93
273	109	800	7
198	39	1000	8
261	61	800	23
31	79	1000	65
145	79	1000	12
50	46	1000	47
148	39	1000	12
20	79	1000	86
63	79	1000	43
271	59	800	10
249	59	1000	0
280	109	800	3
113	83	1000	20
67	79	1000	41
54	79	1000	46
101	33	1000	24
258	79	800	29
59	79	1000	44
104	46	1000	23
73	79	1000	35
15	79	1000	93
246	39	1000	1
41	59	1000	48
67	79	1000	41
164	99	1000	11
110	59	1000	22
171	79	1000	11
16	79	1000	93
176	59	1000	10
153	39	1000	11
216	59	1000	5
16	79	1000	93
48	33	1000	47
114	109	1000	20
266	49	800	11
161	59	1000	11
81	49	1000	29
149	39	1000	12
33	79	1000	62
263	79	800	15
50	46	1000	47
144	39	1000	12
92	79	1000	25
253	59	1000	0
97	39	1000	24
166	39	1000	11
16	79	1000	93
203	59	1000	7
115	39	1000	19
116	49	1000	19
32	79	1000	64
166	39	1000	11
16	79	1000	93
202	41	1000	7
179	39	1000	10
40	59	1000	48
112	109	1000	21
274	109	800	7
65	59	1000	42
15	79	1000	93
7	33	1000	129
26	59	1000	78
57	79	1000	44
134	33	1000	14
145	79	1000	12
63	79	1000	43
16	79	1000	93
259	79	800	29
5	46	1000	148
20	79	1000	86
16	79	1000	93
33	79	1000	62
274	109	800	7
222	39	1000	4
276	109	800	5
23	47	1000	83
263	39	800	15
39	79	1000	49
27	79	1000	73
120	79	1000	18
210	33	1000	6
145	79	1000	12
262	39	800	15
83	79	1000	28
30	79	1000	66
58	59	1000	44
57	79	1000	44
165	99	1000	11
17	33	1000	90
12	79	1000	96
100	79	1000	24
20	79	1000	86
241	79	1000	2
277	109	800	5
116	49	1000	19
20	79	1000	86
274	109	800	7
78	33	1000	32
54	79	1000	46
62	79	1000	43
234	39	1000	3
258	79	800	29
278	39	800	4
119	79	1000	18
265	49	800	11
97	79	1000	24
274	109	800	7
15	79	1000	93
18	33	1000	87
143	59	1000	12
40	59	1000	48
90	79	1000	25
56	79	1000	44
82	79	1000	29
270	59	800	10
218	39	1000	5
227	79	1000	4
90	79	1000	25
281	109	800	2
16	79	1000	93
35	59	1000	59
74	33	1000	34
114	109	1000	20
276	109	800	5
137	33	1000	13
66	79	1000	42
172	39	1000	11
134	33	1000	14
280	109	800	3
22	47	1000	83
132	59	1000	14
15	79	1000	93
34	79	1000	61
79	39	1000	32
35	59	1000	59
16	79	1000	93
206	59	1000	6
224	59	1000	4
254	59	1000	0
56	79	1000	44
268	39	800	10
125	49	1000	17
15	79	1000	93
191	79	1000	9
109	59	1000	23
47	79	1000	48
83	79	1000	28
39	79	1000	49
281	109	800	2
186	33	1000	9
153	39	1000	11
16	79	1000	93
112	109	1000	21
52	39	1000	46
268	39	800	10
56	79	1000	44
206	59	1000	6
237	59	1000	3
274	109	800	7
61	59	1000	43
59	79	1000	44
198	39	1000	8
68	33	1000	40
240	79	1000	2
113	115	1000	20
269	79	800	10
15	79	1000	93
203	59	1000	7
33	79	1000	62
19	33	1000	87
59	79	1000	44
172	39	1000	11
112	109	1000	21
85	79	1000	28
95	59	1000	25
272	39	800	7
159	39	1000	11
21	79	1000	86
1	59	1000	176
31	79	1000	65
236	33	1000	3
44	33	1000	48
20	79	1000	86
21	79	1000	86
91	39	1000	25
279	59	800	3
21	79	1000	86
241	79	1000	2
199	49	1000	8
260	61	800	23
15	79	1000	93
53	39	1000	46
274	49	800	7
280	109	800	3
167	59	1000	11
171	79	1000	11
182	39	1000	10
270	59	800	10
128	109	1000	16
15	79	1000	93
147	39	1000	12
167	59	1000	11
270	59	800	10
267	79	800	11
17	33	1000	90
29	79	1000	68
271	59	800	10
17	33	1000	90
153	39	1000	11
238	59	1000	3
15	79	1000	93
165	99	1000	11
226	39	1000	4
263	39	800	15
94	59	1000	25
13	79	1000	95
114	109	1000	20
121	46	1000	17
4	59	1000	157
137	33	1000	13
274	109	800	7
216	59	1000	5
193	39	1000	9
20	79	1000	86
90	79	1000	25
16	79	1000	93
164	99	1000	11
97	39	1000	24
97	79	1000	24
259	79	800	29
101	33	1000	24
37	47	1000	50
20	79	1000	86
260	61	800	23
242	39	1000	2
71	79	1000	36
15	79	1000	93
146	79	1000	12
150	109	1000	12
251	79	1000	0
257	109	800	31
279	59	800	3
233	39	1000	3
274	109	800	7
241	79	1000	2
12	79	1000	96
91	39	1000	25
67	79	1000	41
96	59	1000	25
184	33	1000	10
64	79	1000	42
16	79	1000	93
251	79	1000	0
280	109	800	3
243	79	1000	1
266	109	800	11
159	39	1000	11
48	33	1000	47
98	79	1000	24
16	79	1000	93
227	79	1000	4
9	33	1000	124
16	79	1000	93
73	79	1000	35
229	59	1000	3
160	39	1000	11
15	79	1000	93
165	99	1000	11
13	79	1000	95
63	79	1000	43
100	39	1000	24
170	59	1000	11
263	79	800	15
100	79	1000	24
16	79	1000	93
68	33	1000	40
258	79	800	29
15	79	1000	93
13	79	1000	95
257	109	800	31
177	59	1000	10
77	49	1000	34
208	33	1000	6
219	39	1000	5
60	33	1000	43
185	49	1000	9
273	109	800	7
219	39	1000	5
238	59	1000	3
251	79	1000	0
97	79	1000	24
199	49	1000	8
29	79	1000	68
109	59	1000	23
15	79	1000	93
219	79	1000	5
274	109	800	7
57	79	1000	44
165	99	1000	11
165	99	1000	11
196	79	1000	9
2	47	1000	167
158	79	1000	11
141	109	1000	13
262	79	800	15
92	79	1000	25
33	79	1000	62
199	49	1000	8
258	79	800	29
207	59	1000	6
105	33	1000	23
156	79	1000	11
202	41	1000	7
16	79	1000	93
58	59	1000	44
42	33	1000	48
181	39	1000	10
;

param Nivel:
#	tempo	largura	rack
	1	2	3	:=
1	0	3200	1
2	1	3200	1
3	2	3200	1
4	4	3200	1
5	5	3200	1
6	7	3200	1
7	9	3200	1
8	12	3200	1
9	14	3200	1
10	17	3200	1
11	1	3200	2
12	2	3200	2
13	3	3200	2
14	5	3200	2
15	6	3200	2
16	8	3200	2
17	10	3200	2
18	13	3200	2
19	15	3200	2
20	18	3200	2
21	2	3200	3
22	3	3200	3
23	4	3200	3
24	6	3200	3
25	7	3200	3
26	9	3200	3
27	11	3200	3
28	14	3200	3
29	16	3200	3
30	19	3200	3
31	3	3200	4
32	4	3200	4
33	5	3200	4
34	7	3200	4
35	8	3200	4
36	10	3200	4
37	12	3200	4
38	15	3200	4
39	17	3200	4
40	20	3200	4
41	4	3200	5
42	5	3200	5
43	6	3200	5
44	8	3200	5
45	9	3200	5
46	11	3200	5
47	13	3200	5
48	16	3200	5
49	18	3200	5
50	21	3200	5
51	5	3200	6
52	6	3200	6
53	7	3200	6
54	9	3200	6
55	10	3200	6
56	12	3200	6
57	14	3200	6
58	17	3200	6
59	19	3200	6
60	22	3200	6
61	6	3200	7
62	7	3200	7
63	8	3200	7
64	10	3200	7
65	11	3200	7
66	13	3200	7
67	15	3200	7
68	18	3200	7
69	20	3200	7
70	23	3200	7
71	7	3200	8
72	8	3200	8
73	9	3200	8
74	11	3200	8
75	12	3200	8
76	14	3200	8
77	16	3200	8
78	19	3200	8
79	21	3200	8
80	24	3200	8
81	8	3200	9
82	9	3200	9
83	10	3200	9
84	12	3200	9
85	13	3200	9
86	15	3200	9
87	17	3200	9
88	20	3200	9
89	22	3200	9
90	25	3200	9
91	9	3200	10
92	10	3200	10
93	11	3200	10
94	13	3200	10
95	14	3200	10
96	16	3200	10
97	18	3200	10
98	21	3200	10
99	23	3200	10
100	26	3200	10
101	10	3200	11
102	11	3200	11
103	12	3200	11
104	14	3200	11
105	15	3200	11
106	17	3200	11
107	19	3200	11
108	22	3200	11
109	24	3200	11
110	27	3200	11
111	11	3200	12
112	12	3200	12
113	13	3200	12
114	15	3200	12
115	16	3200	12
116	18	3200	12
117	20	3200	12
118	23	3200	12
119	25	3200	12
120	28	3200	12
121	0	3200	13
122	1	3200	13
123	2	3200	13
124	4	3200	13
125	5	3200	13
126	7	3200	13
127	9	3200	13
128	12	3200	13
129	14	3200	13
130	17	3200	13
131	1	3200	14
132	2	3200	14
133	3	3200	14
134	5	3200	14
135	6	3200	14
136	8	3200	14
137	10	3200	14
138	13	3200	14
139	15	3200	14
140	18	3200	14
141	2	3200	15
142	3	3200	15
143	4	3200	15
144	6	3200	15
145	7	3200	15
146	9	3200	15
147	11	3200	15
148	14	3200	15
149	16	3200	15
150	19	3200	15
151	3	3200	16
152	4	3200	16
153	5	3200	16
154	7	3200	16
155	8	3200	16
156	10	3200	16
157	12	3200	16
158	15	3200	16
159	17	3200	16
160	20	3200	16
161	4	3200	17
162	5	3200	17
163	6	3200	17
164	8	3200	17
165	9	3200	17
166	11	3200	17
167	13	3200	17
168	16	3200	17
169	18	3200	17
170	21	3200	17
171	5	3200	18
172	6	3200	18
173	7	3200	18
174	9	3200	18
175	10	3200	18
176	12	3200	18
177	14	3200	18
178	17	3200	18
179	19	3200	18
180	22	3200	18
181	6	3200	19
182	7	3200	19
183	8	3200	19
184	10	3200	19
185	11	3200	19
186	13	3200	19
187	15	3200	19
188	18	3200	19
189	20	3200	19
190	23	3200	19
191	7	3200	20
192	8	3200	20
193	9	3200	20
194	11	3200	20
195	12	3200	20
196	14	3200	20
197	16	3200	20
198	19	3200	20
199	21	3200	20
200	24	3200	20
201	8	3200	21
202	9	3200	21
203	10	3200	21
204	12	3200	21
205	13	3200	21
206	15	3200	21
207	17	3200	21
208	20	3200	21
209	22	3200	21
210	25	3200	21
211	9	3200	22
212	10	3200	22
213	11	3200	22
214	13	3200	22
215	14	3200	22
216	16	3200	22
217	18	3200	22
218	21	3200	22
219	23	3200	22
220	26	3200	22
221	10	3200	23
222	11	3200	23
223	12	3200	23
224	14	3200	23
225	15	3200	23
226	17	3200	23
227	19	3200	23
228	22	3200	23
229	24	3200	23
230	27	3200	23
231	11	3200	24
232	12	3200	24
233	13	3200	24
234	15	3200	24
235	16	3200	24
236	18	3200	24
237	20	3200	24
238	23	3200	24
239	25	3200	24
240	28	3200	24
241	2	3200	25
242	3	3200	25
243	4	3200	25
244	6	3200	25
245	7	3200	25
246	9	3200	25
247	11	3200	25
248	14	3200	25
249	16	3200	25
250	19	3200	25
251	3	3200	26
252	4	3200	26
253	5	3200	26
254	7	3200	26
255	8	3200	26
256	10	3200	26
257	12	3200	26
258	15	3200	26
259	17	3200	26
260	20	3200	26
261	4	3200	27
262	5	3200	27
263	6	3200	27
264	8	3200	27
265	9	3200	27
266	11	3200	27
267	13	3200	27
268	16	3200	27
269	18	3200	27
270	21	3200	27
271	5	3200	28
272	6	3200	28
273	7	3200	28
274	9	3200	28
275	10	3200	28
276	12	3200	28
277	14	3200	28
278	17	3200	28
279	19	3200	28
280	22	3200	28
281	6	3200	29
282	7	3200	29
283	8	3200	29
284	10	3200	29
285	11	3200	29
286	13	3200	29
287	15	3200	29
288	18	3200	29
289	20	3200	29
290	23	3200	29
291	7	3200	30
292	8	3200	30
293	9	3200	30
294	11	3200	30
295	12	3200	30
296	14	3200	30
297	16	3200	30
298	19	3200	30
299	21	3200	30
300	24	3200	30
301	8	3200	31
302	9	3200	31
303	10	3200	31
304	12	3200	31
305	13	3200	31
306	15	3200	31
307	17	3200	31
308	20	3200	31
309	22	3200	31
310	25	3200	31
311	9	3200	32
312	10	3200	32
313	11	3200	32
314	13	3200	32
315	14	3200	32
316	16	3200	32
317	18	3200	32
318	21	3200	32
319	23	3200	32
320	26	3200	32
321	10	3200	33
322	11	3200	33
323	12	3200	33
324	14	3200	33
325	15	3200	33
326	17	3200	33
327	19	3200	33
328	22	3200	33
329	24	3200	33
330	27	3200	33
331	11	3200	34
332	12	3200	34
333	13	3200	34
334	15	3200	34
335	16	3200	34
336	18	3200	34
337	20	3200	34
338	23	3200	34
339	25	3200	34
340	28	3200	34
341	12	3200	35
342	13	3200	35
343	14	3200	35
344	16	3200	35
345	17	3200	35
346	19	3200	35
347	21	3200	35
348	24	3200	35
349	26	3200	35
350	29	3200	35
351	13	3200	36
352	14	3200	36
353	15	3200	36
354	17	3200	36
355	18	3200	36
356	20	3200	36
357	22	3200	36
358	25	3200	36
359	27	3200	36
360	30	3200	36
361	2	3200	37
362	3	3200	37
363	4	3200	37
364	6	3200	37
365	7	3200	37
366	9	3200	37
367	11	3200	37
368	14	3200	37
369	16	3200	37
370	19	3200	37
371	3	3200	38
372	4	3200	38
373	5	3200	38
374	7	3200	38
375	8	3200	38
376	10	3200	38
377	12	3200	38
378	15	3200	38
379	17	3200	38
380	20	3200	38
381	4	3200	39
382	5	3200	39
383	6	3200	39
384	8	3200	39
385	9	3200	39
386	11	3200	39
387	13	3200	39
388	16	3200	39
389	18	3200	39
390	21	3200	39
391	5	3200	40
392	6	3200	40
393	7	3200	40
394	9	3200	40
395	10	3200	40
396	12	3200	40
397	14	3200	40
398	17	3200	40
399	19	3200	40
400	22	3200	40
401	6	3200	41
402	7	3200	41
403	8	3200	41
404	10	3200	41
405	11	3200	41
406	13	3200	41
407	15	3200	41
408	18	3200	41
409	20	3200	41
410	23	3200	41
411	7	3200	42
412	8	3200	42
413	9	3200	42
414	11	3200	42
415	12	3200	42
416	14	3200	42
417	16	3200	42
418	19	3200	42
419	21	3200	42
420	24	3200	42
421	8	3200	43
422	9	3200	43
423	10	3200	43
424	12	3200	43
425	13	3200	43
426	15	3200	43
427	17	3200	43
428	20	3200	43
429	22	3200	43
430	25	3200	43
431	9	3200	44
432	10	3200	44
433	11	3200	44
434	13	3200	44
435	14	3200	44
436	16	3200	44
437	18	3200	44
438	21	3200	44
439	23	3200	44
440	26	3200	44
441	10	3200	45
442	11	3200	45
443	12	3200	45
444	14	3200	45
445	15	3200	45
446	17	3200	45
447	19	3200	45
448	22	3200	45
449	24	3200	45
450	27	3200	45
451	11	3200	46
452	12	3200	46
453	13	3200	46
454	15	3200	46
455	16	3200	46
456	18	3200	46
457	20	3200	46
458	23	3200	46
459	25	3200	46
460	28	3200	46
461	12	3200	47
462	13	3200	47
463	14	3200	47
464	16	3200	47
465	17	3200	47
466	19	3200	47
467	21	3200	47
468	24	3200	47
469	26	3200	47
470	29	3200	47
471	13	3200	48
472	14	3200	48
473	15	3200	48
474	17	3200	48
475	18	3200	48
476	20	3200	48
477	22	3200	48
478	25	3200	48
479	27	3200	48
480	30	3200	48
481	12	3200	49
482	13	3200	49
483	14	3200	49
484	16	3200	49
485	17	3200	49
486	19	3200	49
487	21	3200	49
488	24	3200	49
489	26	3200	49
490	29	3200	49
491	14	3200	50
492	15	3200	50
493	16	3200	50
494	18	3200	50
495	19	3200	50
496	21	3200	50
497	23	3200	50
498	26	3200	50
499	28	3200	50
500	31	3200	50
;
